"학교명",학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자
"서경대학교",Seokyeong University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 성북구 서경로 124 (정릉동, 서경대학교)",,02713,,www.skuniv.ac.kr,02-940-7114,02-919-0345,1992-09-01,2022,2022-12-21
"서남대학교",Seonam University,본교,대학,대학교,사립,45,전라북도,"전라북도 남원시 춘향로 439 (광치동, 서남대학교)",,55724,,www.seonam.ac.kr,063-620-0031,063-620-0113,1991-02-28,2022,2022-12-21
"서남대학교",Seonam University,제2캠퍼스,대학,대학교,사립,44,충청남도,"충청남도 아산시 송악면 평촌길 7-111 (평촌리, 서남대학교)",,31556,,asan.seonam.ac.kr,063-620-0031,063-620-0113,2002-03-08,2022,2022-12-21
"서울과학기술대학교",Seoul National University Of Science And Technology,본교,대학,대학교,국립,11,서울특별시,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교)",,01811,,www.seoultech.ac.kr,02-970-6114,02-970-6088,2012-03-01,2022,2022-12-21
"서울교육대학교",Seoul National University Of Education,본교,대학,교육대학,국립,11,서울특별시,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교)",,06639,,www.snue.ac.kr,02-3475-2114,02-581-7711,1946-05-22,2022,2022-12-21
"서울기독대학교",Seoul Christian University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교)",,03422,,www.scu.ac.kr,02-380-2500,02-380-2535,1997-12-05,2022,2022-12-21
"서울대학교",Seoul National University,본교,대학,대학교,국립대법인,11,서울특별시,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",,08826,,www.snu.ac.kr,02-880-5114,02-885-5272,1946-08-22,2022,2022-12-21
"서울디지털대학교",Seoul Digital University,본교,대학,사이버대학(대학),사립,11,서울특별시,"서울특별시 강서구 공항대로 424 (화곡동, 서울디지털대학교)",,07654,,www.sdu.ac.kr,02-2128-3096,02-2128-3006,2001-03-01,2022,2022-12-21
"서울사이버대학교",Seoul Cyber University,본교,대학,사이버대학(대학),사립,11,서울특별시,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)",,01133,,www.iscu.ac.kr,02-944-5000,02-980-2222,2000-11-30,2022,2022-12-21
"서울시립대학교",University Of Seoul,본교,대학,대학교,공립,11,서울특별시,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교)",,02504,,www.uos.ac.kr,02-6490-6114,02-6490-6439,1918-05-01,2022,2022-12-21
"서울신학대학교",Seoul Theological University,본교,대학,대학교,사립,41,경기도,경기도 부천시 소사구 호현로489번길 52,,14754,,www.stu.ac.kr,032-340-9114,032-349-9400,1959-02-26,2022,2022-12-21
"서울여자대학교",Seoul Women’s University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 노원구 화랑로 621 (공릉동, 서울여자대학교)",,01797,,www.swu.ac.kr,02-970-5114,02-3399-2843,1960-12-12,2022,2022-12-21
"서울장신대학교",Seoul Jangsin University,본교,대학,대학교,사립,41,경기도,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",,12749,,www.sjs.ac.kr,031-799-9113,031-765-1232,1984-12-21,2022,2022-12-21
"서울한영대학교",Seoul Hanyoung University,본교,대학,대학교,사립,11,서울특별시,서울특별시 구로구 경인로 290-42 (개봉동),,08274,,shyu.ac.kr,02-2669-2200,02-2669-2211,1996-11-11,2022,2022-12-21
"서원대학교",Seowon University,본교,대학,대학교,사립,43,충청북도,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",,28674,,www.seowon.ac.kr,043-299-8114,043-283-8822,1968-03-09,2022,2022-12-21
"선문대학교",Sun Moon University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.sunmoon.ac.kr,041-530-2114,041-541-7424,1990-03-08,2022,2022-12-21
"성결대학교",Sungkyul University,본교,대학,대학교,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.ac.kr,031-467-8114,031-449-0529,1965-01-13,2022,2022-12-21
"성공회대학교",Sungkonghoe University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,www.skhu.ac.kr,02-2610-4114,02-2610-4248,1992-12-23,2022,2022-12-21
"성균관대학교",Sungkyunkwan University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,www.skku.edu,02-760-0114,02-760-1141,1946-09-25,2022,2022-12-21
"성신여자대학교",Sungshin Women’S University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr,02-920-7114,02-920-2018,1965-01-13,2022,2022-12-21
"세명대학교",Semyung University,본교,대학,대학교,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr,043-645-1125,043-644-2111,1990-11-28,2022,2022-12-21
"세종대학교",Sejong University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,www.sejong.ac.kr,02-3408-3114,02-3408-3906,1978-10-07,2022,2022-12-21
"세종사이버대학교",Sejong Cyber University,본교,대학,사이버대학(대학),사립,11,서울특별시,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)",,05000,,sjcu.ac.kr/,02-2204-8034,02-2204-8036,2001-03-01,2022,2022-12-21
"세한대학교",Sehan University,본교,대학,대학교,사립,46,전라남도,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교)",,58447,,www.sehan.ac.kr,061-469-1114,061-462-2510,1994-03-10,2022,2022-12-21
"송원대학교",Songwon University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 남구 송암로 73 (송하동, 송원대학)",,61756,,www.songwon.ac.kr,062-360-5700,062-360-5756,2012-03-01,2022,2022-12-21
"수원가톨릭대학교",Suwon Catholic University,본교,대학,대학교,사립,41,경기도,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교)",,18332,,www.suwoncatholic.ac.kr,031-290-8821,031-290-8899,1984-03-02,2022,2022-12-21
"수원대학교",The University Of Suwon,본교,대학,대학교,사립,41,경기도,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교)",,18323,,www.suwon.ac.kr,031-220-2114,02-745-8545,1981-12-26,2022,2022-12-21
"숙명여자대학교",Sookmyung Women’S University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 용산구 청파로47길 90 (청파동2가, 숙명여자대학교)",,04310,,www.sookmyung.ac.kr/,02-710-9114,02-2077-7481,1938-12-21,2022,2022-12-21
"순복음총회신학교",Korea Christian College,본교,대학,각종학교(대학),사립,43,충청북도,충청북도 제천시 덕산면 도전로 320 (도전리),,27223,,www.kcc.ac.kr,043-645-5571,043-642-4530,2010-03-08,2022,2022-12-21
"순천대학교",Sunchon National University,본교,대학,대학교,국립,46,전라남도,"전라남도 순천시 중앙로 255 (석현동, 순천대학교)",,57922,,www.scnu.ac.kr/SCNU/main.do,061-750-3114,061-750-3117,1982-03-10,2022,2022-12-21
"순천향대학교",Soonchunhyang University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,http://www.sch.ac.kr/,041-530-1114,041-542-4615,1978-03-01,2022,2022-12-21
"숭실대학교",Soongsil University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",,06978,,www.ssu.ac.kr,02-820-0114,02-828-7143,1897-10-10,2022,2022-12-21
"숭실사이버대학교",Korea Soongsil Cyber University,본교,대학,사이버대학(대학),사립,11,서울특별시,"서울특별시 종로구 삼일대로30길 23 (익선동, BIZWELL종로오피스텔)",,03132,,www.kcu.ac,02-708-7700,02-708-7755,2009-03-01,2022,2022-12-21
"신라대학교",Silla University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",,46958,,www.silla.ac.kr,051-999-5000,051-999-5800,1969-12-27,2022,2022-12-21
"신한대학교",Shinhan Unvirsity,본교,대학,대학교,사립,41,경기도,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)",,11340,,www.shinhan.ac.kr/,031-870-2900,031-870-2939,2014-03-01,2022,2022-12-21
"신한대학교",Shinhan University,제2캠퍼스,대학,대학교,사립,41,경기도,"경기도 의정부시 호암로 95 (호원동, 신한대학교)",,11644,,www.shinhan.ac.kr/,031-870-3114,031-870-3327,2014-03-01,2022,2022-12-21
"아신대학교",ACTS University,본교,대학,대학교,사립,41,경기도,경기도 양평군 옥천면 경강로 1276,,12508,,www.acts.ac.kr,031-770-7700,031-772-5479,1981-12-26,2022,2022-12-21
"아주대학교",Ajou University,본교,대학,대학교,사립,41,경기도,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교)",,16499,,www.ajou.ac.kr,031-219-2114,031-213-5158,1973-03-15,2022,2022-12-21
"안동대학교",Andong National University,본교,대학,대학교,국립,47,경상북도,"경상북도 안동시 경동로 1375 (송천동, 안동대학교)",,36729,,www.andong.ac.kr/main/index.do,054-820-5114,054-820-7115,1979-03-12,2022,2022-12-21
"안양대학교",Anyang University,본교,대학,대학교,사립,41,경기도,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교)",,14028,,www.anyang.ac.kr/main.do,031-467-0700,031-467-0778,1948-09-17,2022,2022-12-21
"안양대학교",Anyang University,제2캠퍼스,대학,대학교,사립,28,인천광역시,"인천광역시 강화군 불은면 중앙로 602-14 (삼성리, 안양대학교강화캠퍼스)",,23038,,www.anyang.ac.kr/main.do,032-930-6000,032-930-6215,1948-09-17,2022,2022-12-21
"연세대학교",Yonsei University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교)",,03722,,www.yonsei.ac.kr,1599-1885,02-2123-8608,1957-01-05,2022,2022-12-21
"연세대학교(미래)",Yonsei University MIRAE Campus,분교,대학,대학교,사립,42,강원도,강원도 원주시 흥업면 연세대길 1,,26493,,www.yonsei.ac.kr/wj,033-760-2114,033-762-4332,1977-12-28,2022,2022-12-21
"영남대학교",Yeungnam University,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 대학로 280 (대동, 영남대학교)",,38541,,www.yu.ac.kr,053-810-2114,053-810-2036,1967-12-22,2022,2022-12-21
"영남신학대학교",Youngnam Theological University & Seminary,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",,38451,,www.ytus.ac.kr,053-850-0500,053-852-9815,1993-12-17,2022,2022-12-21
"영산대학교",Youngsan University,본교,대학,대학교,사립,48,경상남도,경상남도 양산시 주남로 288 (주남동),,50510,,www.ysu.ac.kr,055-380-9114,055-366-4374,2005-12-21,2022,2022-12-21
"영산대학교",Youngsan University,제2캠퍼스,대학,대학교,사립,26,부산광역시,부산광역시 해운대구 반송순환로 142 (반송동),,48015,,www.ysu.ac.kr,051-540-7000,051-543-9347,2005-12-21,2022,2022-12-21
"영산선학대학교",Youngsan University Of Seon Studies,본교,대학,대학교,사립,46,전라남도,전라남도 영광군 백수읍 성지로 1357 (길용리),,57026,,www.youngsan.ac.kr,061-350-6015,061-350-6040,1997-03-03,2022,2022-12-21
"예수대학교",Jesus University,본교,대학,대학교,사립,45,전라북도,"전라북도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)",,54989,,www.jesus.ac.kr,063-230-7700,063-286-2216,2003-03-01,2022,2022-12-21
"예원예술대학교",Yewon Arts University,본교,대학,대학교,사립,45,전라북도,"전라북도 임실군 신평면 창인로 117 (창인리, 예원예술학교)",,55913,,www.yewon.ac.kr,063-640-7114,063-640-7773,2000-03-02,2022,2022-12-21
"예원예술대학교",Yewon Arts University,제2캠퍼스,대학,대학교,사립,41,경기도,경기도 양주시 은현면 예원대학로 56,,11429,,www.yewon.ac.kr,031-869-0526,031-859-8114,2014-03-01,2022,2022-12-21
"용인대학교",Yong In University,본교,대학,대학교,사립,41,경기도,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교)",,17092,,www.yongin.ac.kr,031-8020-3114,031-332-6479,1953-06-15,2022,2022-12-21
"우석대학교",Woosuk University,본교,대학,대학교,사립,45,전라북도,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)",,55338,,www.woosuk.ac.kr,063-290-1114,063-291-9312,1979-05-10,2022,2022-12-21
"우송대학교",Woosong University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",,34606,,www.wsu.ac.kr,042-630-9600,042-631-2346,1995-03-01,2022,2022-12-21
"우송대학교(산업대)",Woosong University,본교,대학,산업대학,사립,30,대전광역시,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",,34606,,www.wsu.ac.kr,042-630-9652,042-631-2346,1995-03-01,2022,2022-12-21
"울산과학기술원",Ulsan National Institute Of Science And Technology,본교,대학,대학교,특별법법인,31,울산광역시,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술원)",,44919,,www.unist.ac.kr,052-217-0114,052-217-1149,2009-03-02,2022,2022-12-21
"울산대학교",University Of Ulsan,본교,대학,대학교,사립,31,울산광역시,"울산광역시 남구 대학로 93 (무거동, 울산대학교)",,44610,,www.ulsan.ac.kr,052-277-3101,052-277-1534,1970-03-16,2022,2022-12-21
"원광대학교",Wonkwang University,본교,대학,대학교,사립,45,전라북도,"전라북도 익산시 익산대로 460 (신동, 원광대학교)",,54538,,www.wonkwang.ac.kr,063-850-5114,063-850-6666,1951-09-05,2022,2022-12-21
"원광디지털대학교",Wonkwang Digital University,본교,대학,사이버대학(대학),사립,45,전라북도,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교)",,54538,,www.wdu.ac.kr,070-5227-3410,063-843-2855,2002-03-01,2022,2022-12-21
"위덕대학교",Uiduk University,본교,대학,대학교,사립,47,경상북도,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)",,38004,,www.uu.ac.kr,054-760-1096,054-760-1059,1995-12-16,2022,2022-12-21
"유원대학교",U1 University,본교,대학,대학교,사립,43,충청북도,충청북도 영동군 영동읍 대학로 310,,29131,,www.U1.ac.kr,043-740-1114,043-740-1029,1993-12-17,2022,2022-12-21
"을지대학교",Eulji University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)",,34824,,www.eulji.ac.kr,1899-0001,042-259-1539,1967-03-21,2022,2022-12-21
"을지대학교",Eulji University,제2캠퍼스,대학,대학교,사립,41,경기도,"경기도 성남시 수정구 산성대로 553 (양지동, 을지대학교)",,13135,,www.eulji.ac.kr,031-740-7424,031-740-7469,1967-03-21,2022,2022-12-21
"을지대학교",Eulji University,제3캠퍼스,대학,대학교,사립,41,경기도,경기도 의정부시 동일로 712,,11759,,www.eulji.ac.kr,031-951-3611,031-951-3912,2018-03-01,2022,2022-12-21
"이화여자대학교",Ewha Womans University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)",,03760,,www.ewha.ac.kr,02-3277-2114,02-3277-3301,1946-08-15,2022,2022-12-21
"인제대학교",Inje University,본교,대학,대학교,사립,48,경상남도,"경상남도 김해시 인제로 197 (어방동, 인제대학교)",,50834,,www.inje.ac.kr,055-334-7111,055-334-0712,1979-01-12,2022,2022-12-21
"인제대학교",Inje University,제2캠퍼스,대학,대학교,사립,26,부산광역시,"부산광역시 부산진구 복지로 75 (개금동, 백병원)",,47392,,www.inje.ac.kr,051-894-3421,051-895-1864,1979-01-12,2022,2022-12-21
